Time CK_0001a CK_0001b CK_0002a CK_0002b CK_0003a CK_0003b CK_0004a CK_0004b CK_0005a CK_0005b CK_0009a CK_0009b CK_0010a CK_0010b CK_0011a CK_0011b CK_0012a CK_0012b CK_0013a CK_0013b CK_0014a CK_0014b CK_0015a CK_0015b driver_0006a driver_0006b driver_0007a driver_0007b driver_0008a driver_0008b out_o
83 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 2 2 2 2 2 2 -1.333333e+00 -1.333333e+00 -2 -2 -2 -2 2 2 9.290000e-01 -9.240000e-01 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 -6.010474e-02
84 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 2 2 2 2 2 2 -2 -2 -2 -2 -2 -2 2 2 9.290000e-01 -9.240000e-01 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 -6.006233e-02
85 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 2 2 2 2 2 2 -2 -2 -2 -2 -2 -2 2 2 9.290000e-01 -9.240000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -6.004707e-02
86 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 -2 -2 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 1.333333e+00 1.333333e+00 9.290000e-01 -9.240000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -5.445441e-02
87 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 -2 -2 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 6.666667e-01 6.666667e-01 9.290000e-01 -9.240000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -6.901396e-02
88 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -2 -2 0 0 0 0 0 0 9.290000e-01 -9.240000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -8.611500e-02
89 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -2 -2 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 -6.666667e-01 -6.666667e-01 9.290000e-01 -9.240000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.591491e-03
90 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -2 -2 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 -1.333333e+00 -1.333333e+00 9.290000e-01 -9.240000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 1.074944e-03
91 2 2 2 2 2 2 2 2 2 2 -2 -2 -2 -2 -2 -2 -2 -2 2 2 2 2 -2 -2 9.290000e-01 -9.240000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 7.845011e-04
92 2 2 2 2 2 2 2 2 2 2 -2 -2 -2 -2 -2 -2 -2 -2 2 2 2 2 -2 -2 9.290000e-01 -9.240000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 7.845202e-04
93 2 2 2 2 2 2 2 2 2 2 -2 -2 -2 -2 -2 -2 -1.333333e+00 -1.333333e+00 2 2 2 2 -2 -2 9.290000e-01 -9.240000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 8.603052e-04
94 2 2 2 2 2 2 2 2 2 2 -2 -2 -2 -2 -2 -2 -6.666667e-01 -6.666667e-01 2 2 2 2 -2 -2 9.290000e-01 -9.240000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 1.275791e-03
95 2 2 2 2 2 2 2 2 2 2 -2 -2 -2 -2 -2 -2 0 0 2 2 2 2 -2 -2 9.290000e-01 -9.240000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 1.984867e-03
96 2 2 2 2 2 2 2 2 2 2 -2 -2 -2 -2 -2 -2 6.666667e-01 6.666667e-01 2 2 2 2 -2 -2 9.290000e-01 -9.240000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 2.003793e-03
97 2 2 2 2 2 2 2 2 2 2 -2 -2 -2 -2 -2 -2 1.333333e+00 1.333333e+00 2 2 2 2 -2 -2 9.290000e-01 -9.240000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 2.054719e-03
98 2 2 2 2 2 2 2 2 2 2 -2 -2 -2 -2 -2 -2 2 2 2 2 2 2 -2 -2 9.290000e-01 -9.240000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 2.240570e-03
99 2 2 2 2 2 2 2 2 2 2 -2 -2 -2 -2 -2 -2 2 2 2 2 2 2 -2 -2 9.290000e-01 -9.240000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 2.240571e-03
100 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 2 2 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 -1.333333e+00 -1.333333e+00 9.290000e-01 -9.240000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 2.014210e-03
101 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 2 2 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 -6.666667e-01 -6.666667e-01 9.290000e-01 -9.240000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 1.189386e-02
102 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 0 9.290000e-01 -9.240000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 1.739683e-01
103 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 2 2 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 6.666667e-01 6.666667e-01 9.290000e-01 -9.240000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 1.520161e-01
104 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 2 2 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 1.333333e+00 1.333333e+00 9.290000e-01 -9.240000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 1.000369e-01
105 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 2 2 2 2 2 2 2 2 -2 -2 -2 -2 2 2 9.290000e-01 -9.240000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 9.429201e-02
106 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 2 2 2 2 2 2 2 2 -2 -2 -2 -2 2 2 9.290000e-01 -9.240000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 9.429230e-02
107 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 2 2 2 2 2 2 1.333333e+00 1.333333e+00 -2 -2 -2 -2 2 2 9.290000e-01 -9.240000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 9.429214e-02
108 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 2 2 2 2 2 2 6.666667e-01 6.666667e-01 -2 -2 -2 -2 2 2 9.290000e-01 -9.240000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 9.429093e-02
109 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 2 2 2 2 2 2 0 0 -2 -2 -2 -2 2 2 9.290000e-01 -9.240000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 9.428999e-02
110 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 2 2 2 2 2 2 -6.666667e-01 -6.666667e-01 -2 -2 -2 -2 2 2 9.290000e-01 -9.240000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 9.428622e-02
111 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 2 2 2 2 2 2 -1.333333e+00 -1.333333e+00 -2 -2 -2 -2 2 2 9.290000e-01 -9.240000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 9.430977e-02
112 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 2 2 2 2 2 2 -2 -2 -2 -2 -2 -2 2 2 9.290000e-01 -9.240000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 9.428425e-02
113 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 2 2 2 2 2 2 -2 -2 -2 -2 -2 -2 2 2 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.446458e-02
114 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 -2 -2 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 1.333333e+00 1.333333e+00 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.197752e-02
115 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 -2 -2 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 6.666667e-01 6.666667e-01 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 1.519041e-01
116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -2 -2 0 0 0 0 0 0 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 1.734222e-01
117 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -2 -2 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 -6.666667e-01 -6.666667e-01 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 1.121609e-02
118 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -2 -2 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 -1.333333e+00 -1.333333e+00 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 1.562684e-03
119 2 2 2 2 2 2 2 2 2 2 -2 -2 -2 -2 -2 -2 -2 -2 2 2 2 2 -2 -2 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 1.040642e-03
120 2 2 2 2 2 2 2 2 2 2 -2 -2 -2 -2 -2 -2 -2 -2 2 2 2 2 -2 -2 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 1.040644e-03
121 2 2 2 2 2 2 2 2 2 2 -2 -2 -2 -2 -2 -2 -1.333333e+00 -1.333333e+00 2 2 2 2 -2 -2 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 1.139275e-03
122 2 2 2 2 2 2 2 2 2 2 -2 -2 -2 -2 -2 -2 -6.666667e-01 -6.666667e-01 2 2 2 2 -2 -2 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 1.033710e-03
123 2 2 2 2 2 2 2 2 2 2 -2 -2 -2 -2 -2 -2 0 0 2 2 2 2 -2 -2 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 7.822289e-04
124 2 2 2 2 2 2 2 2 2 2 -2 -2 -2 -2 -2 -2 6.666667e-01 6.666667e-01 2 2 2 2 -2 -2 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 8.429106e-04
125 2 2 2 2 2 2 2 2 2 2 -2 -2 -2 -2 -2 -2 1.333333e+00 1.333333e+00 2 2 2 2 -2 -2 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.102167e-04
126 2 2 2 2 2 2 2 2 2 2 -2 -2 -2 -2 -2 -2 2 2 2 2 2 2 -2 -2 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.118694e-04
127 2 2 2 2 2 2 2 2 2 2 -2 -2 -2 -2 -2 -2 2 2 2 2 2 2 -2 -2 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.118151e-04
128 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 2 2 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 -1.333333e+00 -1.333333e+00 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 1.134216e-03
129 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 2 2 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 -6.666667e-01 -6.666667e-01 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 -9.928605e-03
130 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 0 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 -8.686989e-02
131 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 2 2 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 6.666667e-01 6.666667e-01 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 -6.962800e-02
132 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 2 2 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 1.333333e+00 1.333333e+00 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 -5.763985e-02
133 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 2 2 2 2 2 2 2 2 -2 -2 -2 -2 2 2 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 -5.962742e-02
134 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 2 2 2 2 2 2 2 2 -2 -2 -2 -2 2 2 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 -5.963250e-02
135 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 2 2 2 2 2 2 1.333333e+00 1.333333e+00 -2 -2 -2 -2 2 2 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 -5.966545e-02
136 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 2 2 2 2 2 2 6.666667e-01 6.666667e-01 -2 -2 -2 -2 2 2 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 -5.967308e-02
137 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 2 2 2 2 2 2 0 0 -2 -2 -2 -2 2 2 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 -5.967772e-02
138 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 2 2 2 2 2 2 -6.666667e-01 -6.666667e-01 -2 -2 -2 -2 2 2 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 -5.970760e-02
139 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 2 2 2 2 2 2 -1.333333e+00 -1.333333e+00 -2 -2 -2 -2 2 2 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 -5.977500e-02
140 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 2 2 2 2 2 2 -2 -2 -2 -2 -2 -2 2 2 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 -5.973139e-02
141 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 2 2 2 2 2 2 -2 -2 -2 -2 -2 -2 2 2 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 -9.240000e-01 9.290000e-01 -5.971625e-02
142 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 -2 -2 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 1.333333e+00 1.333333e+00 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 -9.240000e-01 9.290000e-01 -5.430546e-02
143 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 -2 -2 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 6.666667e-01 6.666667e-01 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 -9.240000e-01 9.290000e-01 -6.871143e-02
144 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -2 -2 0 0 0 0 0 0 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 -9.240000e-01 9.290000e-01 -8.490379e-02
145 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -2 -2 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 -6.666667e-01 -6.666667e-01 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 -9.240000e-01 9.290000e-01 -8.328475e-03
146 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -2 -2 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 -1.333333e+00 -1.333333e+00 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 -9.240000e-01 9.290000e-01 2.541631e-03
147 2 2 2 2 2 2 2 2 2 2 -2 -2 -2 -2 -2 -2 -2 -2 2 2 2 2 -2 -2 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 -9.240000e-01 9.290000e-01 1.963616e-03
148 2 2 2 2 2 2 2 2 2 2 -2 -2 -2 -2 -2 -2 -2 -2 2 2 2 2 -2 -2 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 -9.240000e-01 9.290000e-01 1.963617e-03
149 2 2 2 2 2 2 2 2 2 2 -2 -2 -2 -2 -2 -2 -1.333333e+00 -1.333333e+00 2 2 2 2 -2 -2 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 -9.240000e-01 9.290000e-01 2.206480e-03
150 2 2 2 2 2 2 2 2 2 2 -2 -2 -2 -2 -2 -2 -6.666667e-01 -6.666667e-01 2 2 2 2 -2 -2 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 -9.240000e-01 9.290000e-01 2.515963e-03
151 2 2 2 2 2 2 2 2 2 2 -2 -2 -2 -2 -2 -2 0 0 2 2 2 2 -2 -2 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 -9.240000e-01 9.290000e-01 2.788215e-03
152 2 2 2 2 2 2 2 2 2 2 -2 -2 -2 -2 -2 -2 6.666667e-01 6.666667e-01 2 2 2 2 -2 -2 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 -9.240000e-01 9.290000e-01 2.682522e-03
153 2 2 2 2 2 2 2 2 2 2 -2 -2 -2 -2 -2 -2 1.333333e+00 1.333333e+00 2 2 2 2 -2 -2 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 -9.240000e-01 9.290000e-01 2.647895e-03
154 2 2 2 2 2 2 2 2 2 2 -2 -2 -2 -2 -2 -2 2 2 2 2 2 2 -2 -2 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 -9.240000e-01 9.290000e-01 2.661411e-03
155 2 2 2 2 2 2 2 2 2 2 -2 -2 -2 -2 -2 -2 2 2 2 2 2 2 -2 -2 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 -9.240000e-01 9.290000e-01 2.661410e-03
156 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 2 2 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 -1.333333e+00 -1.333333e+00 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 -9.240000e-01 9.290000e-01 2.753165e-03
157 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 2 2 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 -6.666667e-01 -6.666667e-01 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 -9.240000e-01 9.290000e-01 1.258775e-02
158 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 0 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 -9.240000e-01 9.290000e-01 1.742033e-01
159 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 2 2 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 6.666667e-01 6.666667e-01 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 -9.240000e-01 9.290000e-01 1.523033e-01
160 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 2 2 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 1.333333e+00 1.333333e+00 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 -9.240000e-01 9.290000e-01 1.000815e-01
161 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 2 2 2 2 2 2 2 2 -2 -2 -2 -2 2 2 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 -9.240000e-01 9.290000e-01 9.447500e-02
162 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 2 2 2 2 2 2 2 2 -2 -2 -2 -2 2 2 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 -9.240000e-01 9.290000e-01 9.447500e-02
163 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 2 2 2 2 2 2 1.333333e+00 1.333333e+00 -2 -2 -2 -2 2 2 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 -9.240000e-01 9.290000e-01 9.447532e-02
164 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 2 2 2 2 2 2 6.666667e-01 6.666667e-01 -2 -2 -2 -2 2 2 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 -9.240000e-01 9.290000e-01 9.447399e-02
165 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 2 2 2 2 2 2 0 0 -2 -2 -2 -2 2 2 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 -9.240000e-01 9.290000e-01 9.447308e-02
166 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 2 2 2 2 2 2 -6.666667e-01 -6.666667e-01 -2 -2 -2 -2 2 2 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 -9.240000e-01 9.290000e-01 9.446909e-02
167 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 2 2 2 2 2 2 -1.333333e+00 -1.333333e+00 -2 -2 -2 -2 2 2 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 -9.240000e-01 9.290000e-01 9.449242e-02
