Time CK_0001a CK_0001b CK_0002a CK_0002b CK_0003a CK_0003b CK_0004a CK_0004b CK_0005a CK_0005b CK_0009a CK_0009b CK_0010a CK_0010b CK_0011a CK_0011b CK_0012a CK_0012b CK_0013a CK_0013b CK_0014a CK_0014b CK_0015a CK_0015b driver_0006a driver_0006b driver_0007a driver_0007b driver_0008a driver_0008b out_o
168 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 2 2 2 2 2 2 -2 -2 -2 -2 -2 -2 2 2 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 -9.240000e-01 9.290000e-01 9.446521e-02
169 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 2 2 2 2 2 2 -2 -2 -2 -2 -2 -2 2 2 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 9.443126e-02
170 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 -2 -2 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 1.333333e+00 1.333333e+00 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 9.198334e-02
171 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 -2 -2 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 6.666667e-01 6.666667e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 1.519293e-01
172 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -2 -2 0 0 0 0 0 0 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 1.733017e-01
173 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -2 -2 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 -6.666667e-01 -6.666667e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 1.115060e-02
174 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -2 -2 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 -1.333333e+00 -1.333333e+00 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 1.433140e-03
175 2 2 2 2 2 2 2 2 2 2 -2 -2 -2 -2 -2 -2 -2 -2 2 2 2 2 -2 -2 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 9.898748e-04
176 2 2 2 2 2 2 2 2 2 2 -2 -2 -2 -2 -2 -2 -2 -2 2 2 2 2 -2 -2 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 9.898844e-04
177 2 2 2 2 2 2 2 2 2 2 -2 -2 -2 -2 -2 -2 -1.333333e+00 -1.333333e+00 2 2 2 2 -2 -2 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 9.529039e-04
178 2 2 2 2 2 2 2 2 2 2 -2 -2 -2 -2 -2 -2 -6.666667e-01 -6.666667e-01 2 2 2 2 -2 -2 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 1.255935e-03
179 2 2 2 2 2 2 2 2 2 2 -2 -2 -2 -2 -2 -2 0 0 2 2 2 2 -2 -2 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 1.574671e-03
180 2 2 2 2 2 2 2 2 2 2 -2 -2 -2 -2 -2 -2 6.666667e-01 6.666667e-01 2 2 2 2 -2 -2 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 1.660035e-03
181 2 2 2 2 2 2 2 2 2 2 -2 -2 -2 -2 -2 -2 1.333333e+00 1.333333e+00 2 2 2 2 -2 -2 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 1.614453e-03
182 2 2 2 2 2 2 2 2 2 2 -2 -2 -2 -2 -2 -2 2 2 2 2 2 2 -2 -2 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 1.664481e-03
183 2 2 2 2 2 2 2 2 2 2 -2 -2 -2 -2 -2 -2 2 2 2 2 2 2 -2 -2 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 1.664487e-03
184 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 2 2 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 -1.333333e+00 -1.333333e+00 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 1.910408e-03
185 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 2 2 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 -6.666667e-01 -6.666667e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 1.197239e-02
186 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 0 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 1.746156e-01
187 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 2 2 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 6.666667e-01 6.666667e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 1.519562e-01
188 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 2 2 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 1.333333e+00 1.333333e+00 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 9.234536e-02
189 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 2 2 2 2 2 2 2 2 -2 -2 -2 -2 2 2 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 9.442512e-02
190 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 2 2 2 2 2 2 2 2 -2 -2 -2 -2 2 2 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 9.442526e-02
191 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 2 2 2 2 2 2 1.333333e+00 1.333333e+00 -2 -2 -2 -2 2 2 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 9.442484e-02
192 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 2 2 2 2 2 2 6.666667e-01 6.666667e-01 -2 -2 -2 -2 2 2 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 9.442374e-02
193 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 2 2 2 2 2 2 0 0 -2 -2 -2 -2 2 2 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 9.442293e-02
194 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 2 2 2 2 2 2 -6.666667e-01 -6.666667e-01 -2 -2 -2 -2 2 2 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 9.441875e-02
195 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 2 2 2 2 2 2 -1.333333e+00 -1.333333e+00 -2 -2 -2 -2 2 2 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 9.444555e-02
196 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 2 2 2 2 2 2 -2 -2 -2 -2 -2 -2 2 2 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 9.290000e-01 -9.240000e-01 9.443151e-02
197 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 2 2 2 2 2 2 -2 -2 -2 -2 -2 -2 2 2 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 9.443134e-02
198 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 -2 -2 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 1.333333e+00 1.333333e+00 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 9.200574e-02
199 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 -2 -2 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 6.666667e-01 6.666667e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 1.523202e-01
200 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -2 -2 0 0 0 0 0 0 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 1.743646e-01
201 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -2 -2 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 -6.666667e-01 -6.666667e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -8.336028e-03
202 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -2 -2 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 -1.333333e+00 -1.333333e+00 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 2.417926e-03
203 2 2 2 2 2 2 2 2 2 2 -2 -2 -2 -2 -2 -2 -2 -2 2 2 2 2 -2 -2 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 1.921098e-03
204 2 2 2 2 2 2 2 2 2 2 -2 -2 -2 -2 -2 -2 -2 -2 2 2 2 2 -2 -2 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 1.921096e-03
205 2 2 2 2 2 2 2 2 2 2 -2 -2 -2 -2 -2 -2 -1.333333e+00 -1.333333e+00 2 2 2 2 -2 -2 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 2.121013e-03
206 2 2 2 2 2 2 2 2 2 2 -2 -2 -2 -2 -2 -2 -6.666667e-01 -6.666667e-01 2 2 2 2 -2 -2 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 2.382030e-03
207 2 2 2 2 2 2 2 2 2 2 -2 -2 -2 -2 -2 -2 0 0 2 2 2 2 -2 -2 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 2.584087e-03
208 2 2 2 2 2 2 2 2 2 2 -2 -2 -2 -2 -2 -2 6.666667e-01 6.666667e-01 2 2 2 2 -2 -2 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 2.604547e-03
209 2 2 2 2 2 2 2 2 2 2 -2 -2 -2 -2 -2 -2 1.333333e+00 1.333333e+00 2 2 2 2 -2 -2 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 2.623135e-03
210 2 2 2 2 2 2 2 2 2 2 -2 -2 -2 -2 -2 -2 2 2 2 2 2 2 -2 -2 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 2.640075e-03
211 2 2 2 2 2 2 2 2 2 2 -2 -2 -2 -2 -2 -2 2 2 2 2 2 2 -2 -2 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 2.640075e-03
212 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 2 2 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 -1.333333e+00 -1.333333e+00 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 2.760401e-03
213 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 2 2 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 -6.666667e-01 -6.666667e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 1.259888e-02
214 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 0 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 1.742024e-01
215 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 2 2 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 6.666667e-01 6.666667e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 1.523590e-01
216 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 2 2 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 1.333333e+00 1.333333e+00 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 1.000942e-01
217 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 2 2 2 2 2 2 2 2 -2 -2 -2 -2 2 2 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 9.444072e-02
218 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 2 2 2 2 2 2 2 2 -2 -2 -2 -2 2 2 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 9.444087e-02
219 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 2 2 2 2 2 2 1.333333e+00 1.333333e+00 -2 -2 -2 -2 2 2 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 9.444093e-02
220 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 2 2 2 2 2 2 6.666667e-01 6.666667e-01 -2 -2 -2 -2 2 2 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 9.443967e-02
221 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 2 2 2 2 2 2 0 0 -2 -2 -2 -2 2 2 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 9.443867e-02
222 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 2 2 2 2 2 2 -6.666667e-01 -6.666667e-01 -2 -2 -2 -2 2 2 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 9.443464e-02
223 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 2 2 2 2 2 2 -1.333333e+00 -1.333333e+00 -2 -2 -2 -2 2 2 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 9.445809e-02
224 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 2 2 2 2 2 2 -2 -2 -2 -2 -2 -2 2 2 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 9.443135e-02
225 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 2 2 2 2 2 2 -2 -2 -2 -2 -2 -2 2 2 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.431853e-02
226 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 -2 -2 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 1.333333e+00 1.333333e+00 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.184830e-02
227 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 -2 -2 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 6.666667e-01 6.666667e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 1.514409e-01
228 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -2 -2 0 0 0 0 0 0 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 1.729075e-01
229 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -2 -2 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 -6.666667e-01 -6.666667e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 1.019456e-02
230 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -2 -2 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 -1.333333e+00 -1.333333e+00 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 2.498864e-04
231 2 2 2 2 2 2 2 2 2 2 -2 -2 -2 -2 -2 -2 -2 -2 2 2 2 2 -2 -2 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 -1.093841e-04
232 2 2 2 2 2 2 2 2 2 2 -2 -2 -2 -2 -2 -2 -2 -2 2 2 2 2 -2 -2 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 -1.093858e-04
233 2 2 2 2 2 2 2 2 2 2 -2 -2 -2 -2 -2 -2 -1.333333e+00 -1.333333e+00 2 2 2 2 -2 -2 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 -1.949583e-04
234 2 2 2 2 2 2 2 2 2 2 -2 -2 -2 -2 -2 -2 -6.666667e-01 -6.666667e-01 2 2 2 2 -2 -2 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 -7.042702e-04
235 2 2 2 2 2 2 2 2 2 2 -2 -2 -2 -2 -2 -2 0 0 2 2 2 2 -2 -2 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 -8.523762e-04
236 2 2 2 2 2 2 2 2 2 2 -2 -2 -2 -2 -2 -2 6.666667e-01 6.666667e-01 2 2 2 2 -2 -2 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 -1.139469e-03
237 2 2 2 2 2 2 2 2 2 2 -2 -2 -2 -2 -2 -2 1.333333e+00 1.333333e+00 2 2 2 2 -2 -2 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 -1.221285e-03
238 2 2 2 2 2 2 2 2 2 2 -2 -2 -2 -2 -2 -2 2 2 2 2 2 2 -2 -2 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 -1.242815e-03
239 2 2 2 2 2 2 2 2 2 2 -2 -2 -2 -2 -2 -2 2 2 2 2 2 2 -2 -2 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 -1.242816e-03
240 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 2 2 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 -1.333333e+00 -1.333333e+00 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 -1.850332e-04
241 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 2 2 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 -6.666667e-01 -6.666667e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 -1.085388e-02
242 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 0 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 -8.570759e-02
243 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 6.666667e-01 2 2 -6.666667e-01 -6.666667e-01 -6.666667e-01 -6.666667e-01 6.666667e-01 6.666667e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 -6.969578e-02
244 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 1.333333e+00 2 2 -1.333333e+00 -1.333333e+00 -1.333333e+00 -1.333333e+00 1.333333e+00 1.333333e+00 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 -5.766974e-02
245 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 2 2 2 2 2 2 2 2 -2 -2 -2 -2 2 2 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 -5.990453e-02
246 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 2 2 2 2 2 2 2 2 -2 -2 -2 -2 2 2 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 -5.990926e-02
247 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 2 2 2 2 2 2 1.333333e+00 1.333333e+00 -2 -2 -2 -2 2 2 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 -5.994331e-02
248 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 2 2 2 2 2 2 6.666667e-01 6.666667e-01 -2 -2 -2 -2 2 2 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 -5.995043e-02
249 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 2 2 2 2 2 2 0 0 -2 -2 -2 -2 2 2 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 -5.995470e-02
250 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 2 2 2 2 2 2 -6.666667e-01 -6.666667e-01 -2 -2 -2 -2 2 2 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 -5.998212e-02
251 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 2 2 2 2 2 2 -1.333333e+00 -1.333333e+00 -2 -2 -2 -2 2 2 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 -6.004804e-02
252 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 2 2 2 2 2 2 -2 -2 -2 -2 -2 -2 2 2 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 9.290000e-01 -9.240000e-01 -6.000445e-02
