-5.000000 	0.980000 	0.020000 	-1.000000 	0.000000
-4.545556 	0.978931 	0.021069 	-1.000000 	0.000000
-4.091111 	0.977861 	0.022139 	-1.000000 	0.000000
-3.636667 	0.976792 	0.023208 	-1.000000 	0.000000
-3.182222 	0.975723 	0.024277 	-1.000000 	0.000000
-2.727778 	0.974654 	0.025346 	-1.000000 	0.000000
-2.273333 	0.973584 	0.026416 	-1.000000 	0.000000
-1.818889 	0.972515 	0.027485 	-1.000000 	0.000000
-1.364444 	0.971446 	0.028554 	-1.000000 	0.000000
-0.910000 	0.970376 	0.029624 	-1.000000 	0.000000
-0.900000 	0.970353 	0.029647 	-1.000000 	0.000000
-0.863265 	0.970267 	0.029733 	-1.000000 	0.000000
-0.826531 	0.970180 	0.029820 	-1.000000 	0.000000
-0.789796 	0.970094 	0.029906 	-1.000000 	0.000000
-0.753061 	0.970007 	0.029993 	-1.000000 	0.000000
-0.716327 	0.964388 	0.035612 	-1.000000 	0.000000
-0.679592 	0.958265 	0.041735 	-1.000000 	0.000000
-0.642857 	0.952143 	0.047857 	-1.000000 	0.000000
-0.606122 	0.946020 	0.053980 	-1.000000 	0.000000
-0.569388 	0.939898 	0.060102 	-1.000000 	0.000000
-0.532653 	0.933776 	0.066224 	-1.000000 	0.000000
-0.495918 	0.927653 	0.072347 	-1.000000 	0.000000
-0.459184 	0.921531 	0.078469 	-1.000000 	0.000000
-0.422449 	0.845612 	0.154388 	-1.000000 	0.000000
-0.385714 	0.746429 	0.253571 	-1.000000 	0.000000
-0.348980 	0.648724 	0.351276 	-1.000000 	0.000000
-0.312245 	0.602806 	0.397194 	-1.000000 	0.000000
-0.275510 	0.556888 	0.443112 	-1.000000 	0.000000
-0.238776 	0.510969 	0.489031 	-1.000000 	0.000000
-0.202041 	0.500000 	0.500000 	-1.000000 	0.000000
-0.165306 	0.500000 	0.500000 	-1.000000 	0.000000
-0.128571 	0.500000 	0.500000 	-1.000000 	0.000000
-0.091837 	0.500000 	0.500000 	-1.000000 	0.000000
-0.055102 	0.500000 	0.500000 	-1.000000 	0.000000
-0.018367 	0.500000 	0.500000 	-1.000000 	0.000000
0.018367 	0.500000 	0.500000 	-1.000000 	0.000000
0.055102 	0.500000 	0.500000 	-1.000000 	0.000000
0.091837 	0.500000 	0.500000 	-1.000000 	0.000000
0.128571 	0.500000 	0.500000 	-1.000000 	0.000000
0.165306 	0.500000 	0.500000 	-1.000000 	0.000000
0.202041 	0.500000 	0.500000 	-1.000000 	0.000000
0.238776 	0.489031 	0.510969 	-1.000000 	0.000000
0.275510 	0.443112 	0.556888 	-1.000000 	0.000000
0.312245 	0.397194 	0.602806 	-1.000000 	0.000000
0.348980 	0.351276 	0.648724 	-1.000000 	0.000000
0.385714 	0.253571 	0.746429 	-1.000000 	0.000000
0.422449 	0.154388 	0.845612 	-1.000000 	0.000000
0.459184 	0.078469 	0.921531 	-1.000000 	0.000000
0.495918 	0.072347 	0.927653 	-1.000000 	0.000000
0.532653 	0.066224 	0.933776 	-1.000000 	0.000000
0.569388 	0.060102 	0.939898 	-1.000000 	0.000000
0.606122 	0.053980 	0.946020 	-1.000000 	0.000000
0.642857 	0.047857 	0.952143 	-1.000000 	0.000000
0.679592 	0.041735 	0.958265 	-1.000000 	0.000000
0.716327 	0.035612 	0.964388 	-1.000000 	0.000000
0.753061 	0.029993 	0.970007 	-1.000000 	0.000000
0.789796 	0.029906 	0.970094 	-1.000000 	0.000000
0.826531 	0.029820 	0.970180 	-1.000000 	0.000000
0.863265 	0.029733 	0.970267 	-1.000000 	0.000000
0.900000 	0.029647 	0.970353 	-1.000000 	0.000000
0.910000 	0.029624 	0.970376 	-1.000000 	0.000000
1.364444 	0.028554 	0.971446 	-1.000000 	0.000000
1.818889 	0.027485 	0.972515 	-1.000000 	0.000000
2.273333 	0.026416 	0.973584 	-1.000000 	0.000000
2.727778 	0.025346 	0.974654 	-1.000000 	0.000000
3.182222 	0.024277 	0.975723 	-1.000000 	0.000000
3.636667 	0.023208 	0.976792 	-1.000000 	0.000000
4.091111 	0.022139 	0.977861 	-1.000000 	0.000000
4.545556 	0.021069 	0.978931 	-1.000000 	0.000000
5.000000 	0.020000 	0.980000 	-1.000000 	0.000000
