	-5.000000	 NaN	 NaN	 NaN	 NaN
	-4.611111	 0.929000	 0.000000	 -0.212000	 -0.717000
	-4.222222	 0.929000	 0.000000	 -0.212000	 -0.717000
	-3.833333	 0.929000	 0.000000	 -0.212000	 -0.717000
	-3.444444	 0.929000	 0.000000	 -0.212000	 -0.717000
	-3.055556	 0.929000	 0.000000	 -0.212000	 -0.717000
	-2.666667	 0.929000	 0.000000	 -0.212000	 -0.717000
	-2.277778	 0.929000	 0.000000	 -0.212000	 -0.717000
	-1.888889	 0.929000	 0.000000	 -0.212000	 -0.717000
	-1.500000	 0.927574	 0.001426	 -0.212000	 -0.717000
	-1.490000	 0.927720	 0.001280	 -0.212000	 -0.717000
	-1.429184	 0.928613	 0.000387	 -0.212000	 -0.717000
	-1.368367	 0.927919	 0.001081	 -0.212000	 -0.717000
	-1.307551	 0.927594	 0.001406	 -0.212000	 -0.717000
	-1.246735	 0.928738	 0.000262	 -0.212000	 -0.717000
	-1.185918	 0.927999	 0.001001	 -0.212000	 -0.717000
	-1.125102	 0.927205	 0.001795	 -0.212000	 -0.717000
	-1.064286	 0.928098	 0.000902	 -0.212000	 -0.717000
	-1.003469	 0.928990	 0.000010	 -0.212000	 -0.717000
	-0.942653	 0.928265	 0.000735	 -0.212000	 -0.717000
	-0.881837	 0.927522	 0.001478	 -0.212000	 -0.717000
	-0.821020	 0.926669	 0.002110	 -0.211779	 -0.717000
	-0.760204	 0.925554	 0.002482	 -0.211036	 -0.717000
	-0.699388	 0.924440	 0.002853	 -0.210293	 -0.717000
	-0.638571	 0.923550	 0.003225	 -0.209775	 -0.717000
	-0.577755	 0.922807	 0.003597	 -0.209403	 -0.717000
	-0.516939	 0.922064	 0.003968	 -0.209032	 -0.717000
	-0.456122	 0.908061	 0.018958	 -0.210020	 -0.717000
	-0.395306	 0.892812	 0.035324	 -0.211136	 -0.717000
	-0.334490	 0.870496	 0.058931	 -0.212427	 -0.717000
	-0.273673	 0.823904	 0.107417	 -0.214321	 -0.717000
	-0.212857	 0.777312	 0.155903	 -0.216215	 -0.717000
	-0.152041	 0.733748	 0.200671	 -0.217418	 -0.717418
	-0.091224	 0.692292	 0.242983	 -0.218000	 -0.718000
	-0.030408	 0.650683	 0.286078	 -0.218000	 -0.718000
	0.030408	 0.609070	 0.327930	 -0.219248	 -0.718000
	0.091224	 0.568179	 0.369188	 -0.220000	 -0.718000
	0.152041	 0.527928	 0.410072	 -0.220000	 -0.718000
	0.212857	 0.487081	 0.450919	 -0.220000	 -0.718000
	0.273673	 0.445023	 0.491785	 -0.219404	 -0.718000
	0.334490	 0.402668	 0.533671	 -0.219339	 -0.718000
	0.395306	 0.360480	 0.576520	 -0.219918	 -0.718000
	0.456122	 0.319609	 0.617391	 -0.219175	 -0.718000
	0.516939	 0.277605	 0.658827	 -0.218432	 -0.718000
	0.577755	 0.235714	 0.699690	 -0.217702	 -0.718000
	0.638571	 0.194140	 0.739840	 -0.216980	 -0.717990
	0.699388	 0.128018	 0.804406	 -0.215424	 -0.717212
	0.760204	 0.062966	 0.866871	 -0.212838	 -0.717000
	0.821020	 0.020730	 0.906702	 -0.210433	 -0.717000
	0.881837	 0.014786	 0.911161	 -0.208946	 -0.717000
	0.942653	 0.008841	 0.915619	 -0.207460	 -0.717000
	1.003469	 0.006487	 0.918282	 -0.207769	 -0.717000
	1.064286	 0.005744	 0.920140	 -0.208884	 -0.717000
	1.125102	 0.005001	 0.921998	 -0.209999	 -0.717000
	1.185918	 0.042841	 0.883417	 -0.209629	 -0.717000
	1.246735	 0.080730	 0.844785	 -0.209258	 -0.717000
	1.307551	 0.095151	 0.830419	 -0.209342	 -0.717000
	1.368367	 0.056514	 0.870914	 -0.210456	 -0.717000
	1.429184	 0.017877	 0.911408	 -0.211571	 -0.717000
	1.490000	 0.003000	 0.927000	 -0.212000	 -0.717000
	1.500000	 0.003000	 0.927000	 -0.212000	 -0.717000
	1.888889	 0.003000	 0.927000	 -0.212000	 -0.717000
	2.277778	 0.003000	 0.927000	 -0.212000	 -0.717000
	2.666667	 0.003000	 0.927000	 -0.212000	 -0.717000
	3.055556	 0.003000	 0.927000	 -0.212000	 -0.717000
	3.444444	 0.003000	 0.927000	 -0.212000	 -0.717000
	3.833333	 0.003000	 0.927000	 -0.212000	 -0.717000
	4.222222	 0.003000	 0.927000	 -0.212000	 -0.717000
	4.611111	 0.003000	 0.927000	 -0.212000	 -0.717000
	5.000000	 0.003000	 0.927000	 -0.212000	 -0.717000
